wind代码,证券名称,董事会预案日,股东大会公告日,初始资金规模(万元),预计持股数量(万股),占总股本比例,资金来源,股票来源,持股人数,员工认购比例,高管认购比例
600763.SH,通策医疗,2017-01-04 00:00:00,2017-01-19 00:00:00,5834.0,196.1008,,员工薪酬及自筹资金,认购非公开发行,200.0,91.0867,8.9133
831735.OC,国瑞升(退市),2016-12-31 00:00:00,2017-01-19 00:00:00,,,,员工薪酬及自筹资金,定向受让,,,
300336.SZ,新文化,2017-01-04 00:00:00,2017-01-20 00:00:00,30000.0,1523.0,2.83,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",202.0,79.67,20.33
300102.SZ,乾照光电,2017-01-05 00:00:00,2017-01-21 00:00:00,6000.0,2150.5376,3.0523,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,75.0,25.0
002612.SZ,朗姿股份,2016-11-30 00:00:00,2017-01-24 00:00:00,18000.0,690.0,1.73,"员工薪酬及自筹资金,股东或实际控制人借款",定向受让,200.0,100.0,0.0
002167.SZ,东方锆业,2017-01-07 00:00:00,2017-01-24 00:00:00,15000.0,1232.539,10.0,员工薪酬及自筹资金,认购非公开发行,8.0,39.0,61.0
002353.SZ,杰瑞股份,2017-01-10 00:00:00,2017-01-26 00:00:00,,135.0,0.14,股东或实际控制人借款,定向受让,220.0,92.88,7.12
002661.SZ,克明面业,2017-01-17 00:00:00,2017-02-03 00:00:00,34965.0,2100.0,6.24,员工薪酬及自筹资金,"竞价转让,定向受让",295.0,20.0,80.0
603979.SH,金诚信,2017-01-16 00:00:00,2017-02-07 00:00:00,7000.0,763.0,10.0,员工薪酬及自筹资金,竞价转让,235.0,82.14,17.86
300219.SZ,鸿利智汇,2017-01-10 00:00:00,2017-02-07 00:00:00,2500.0,420.17,0.63,员工薪酬及自筹资金,竞价转让,40.0,78.0,22.0
002654.SZ,万润科技,2017-01-14 00:00:00,2017-02-07 00:00:00,20000.0,1657.0,2.06,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,15.0,30.0,70.0
300362.SZ,天翔环境,2017-01-24 00:00:00,2017-02-09 00:00:00,1960.0,,0.49,员工薪酬及自筹资金,竞价转让,342.0,93.11,6.89
002356.SZ,*ST赫美,2017-01-20 00:00:00,2017-02-09 00:00:00,6000.0,693.11,2.23,员工薪酬及自筹资金,竞价转让,40.0,27.33,72.67
002642.SZ,*ST荣联,2017-01-25 00:00:00,2017-02-10 00:00:00,20000.0,2201.0,3.5,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,94.5,5.5
300197.SZ,铁汉生态,2017-01-23 00:00:00,2017-02-10 00:00:00,30000.0,7692.31,5.06,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,89.23,10.77
002474.SZ,榕基软件,2017-01-24 00:00:00,2017-02-10 00:00:00,2000.0,158.1,0.25,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,60.0,,
300427.SZ,红相股份,2016-12-01 00:00:00,2017-02-11 00:00:00,5918.9555,,,员工薪酬及自筹资金,认购非公开发行,132.0,100.0,0.0
300306.SZ,远方信息,2017-01-20 00:00:00,2017-02-11 00:00:00,1500.0,71.39,0.25,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",80.0,100.0,0.0
300298.SZ,三诺生物,2017-01-25 00:00:00,2017-02-11 00:00:00,5000.0,962.43,2.84,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",360.0,91.92,8.08
002036.SZ,联创电子,2017-01-24 00:00:00,2017-02-11 00:00:00,3000.0,1084.5,1.86,员工薪酬及自筹资金,竞价转让,216.0,66.67,33.33
603716.SH,塞力斯,2017-01-24 00:00:00,2017-02-14 00:00:00,12000.0,120.0,1.97,员工薪酬及自筹资金,认购非公开发行,60.0,97.13,2.87
002249.SZ,大洋电机,2017-01-26 00:00:00,2017-02-15 00:00:00,1500.0,183.37,0.08,"员工薪酬及自筹资金,持股计划奖励金",竞价转让,51.0,94.89,5.11
002237.SZ,恒邦股份,2017-01-24 00:00:00,2017-02-15 00:00:00,17000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,66.47,33.53
430377.OC,海格物流,2017-01-26 00:00:00,2017-02-15 00:00:00,1500.0,307.0,2.41,员工薪酬及自筹资金,竞价转让,80.0,,
002311.SZ,海大集团,2016-12-07 00:00:00,2017-02-16 00:00:00,1200.0,83.39,0.05,持股计划奖励金,"竞价转让,定向受让",20.0,70.0,30.0
002309.SZ,中利集团,2017-02-09 00:00:00,2017-02-25 00:00:00,10000.0,1425.52,2.22,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,90.8,9.2
300173.SZ,智慧松德,2017-01-24 00:00:00,2017-02-25 00:00:00,2500.0,497.68,0.85,员工薪酬及自筹资金,竞价转让,117.0,84.4,15.6
000503.SZ,国新健康,2017-02-11 00:00:00,2017-02-28 00:00:00,30000.0,690.0,0.76,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",800.0,90.0,10.0
002256.SZ,兆新股份,2017-02-11 00:00:00,2017-02-28 00:00:00,7000.0,3296.7,1.75,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,176.0,37.55,62.45
000939.SZ,*ST凯迪,2017-01-09 00:00:00,2017-03-01 00:00:00,40000.0,3333.33,1.7,员工薪酬及自筹资金,竞价转让,1000.0,60.0,40.0
300307.SZ,慈星股份,2017-02-17 00:00:00,2017-03-07 00:00:00,5850.0,600.0,2.0,股东或实际控制人借款,定向受让,308.0,81.54,18.46
832498.OC,明源软件(退市),2017-02-21 00:00:00,2017-03-09 00:00:00,2255.815,355.0,7.9964,员工薪酬及自筹资金,认购非公开发行,98.0,90.14,9.86
300523.SZ,辰安科技,2017-02-22 00:00:00,2017-03-10 00:00:00,10000.0,211.1932,2.64,员工薪酬及自筹资金,"竞价转让,定向受让",450.0,70.0,30.0
300238.SZ,冠昊生物,2017-02-27 00:00:00,2017-03-22 00:00:00,10000.0,648.0,2.44,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",80.0,79.2,20.8
002127.SZ,南极电商,2016-03-07 00:00:00,2017-03-22 00:00:00,10000.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",150.0,46.75,53.25
601099.SH,太平洋,2017-02-17 00:00:00,2017-03-22 00:00:00,3000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让,认购非公开发行",,,
000606.SZ,顺利办,2017-03-04 00:00:00,2017-03-23 00:00:00,10000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让,认购非公开发行",8.0,33.0,67.0
831888.OC,垦丰种业,2017-03-08 00:00:00,2017-03-25 00:00:00,3936.0,410.0,10.0,员工薪酬及自筹资金,认购非公开发行,51.0,,
603555.SH,贵人鸟,2017-03-20 00:00:00,2017-04-06 00:00:00,25000.0,1625.49,2.59,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,100.0,0.0
300444.SZ,双杰电气,2017-03-21 00:00:00,2017-04-06 00:00:00,12000.0,1025.64,3.62,股东或实际控制人借款,"竞价转让,定向受让",40.0,75.0,25.0
300131.SZ,英唐智控,2017-03-16 00:00:00,2017-04-06 00:00:00,11500.0,2354.1453,2.2,员工薪酬及自筹资金,上市公司回购,124.0,39.93,60.07
002086.SZ,ST东海洋,2017-03-09 00:00:00,2017-04-07 00:00:00,17000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,79.75,20.25
002663.SZ,普邦股份,2017-03-18 00:00:00,2017-04-08 00:00:00,10000.0,3322.26,1.94,员工薪酬及自筹资金,竞价转让,57.0,33.7,66.3
600882.SH,妙可蓝多,2017-03-17 00:00:00,2017-04-08 00:00:00,12000.0,3249.1,8.14,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",400.0,18.3,81.7
600687.SH,*ST刚泰,2016-06-02 00:00:00,2017-04-11 00:00:00,2000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",20.0,100.0,0.0
300337.SZ,银邦股份,2017-03-25 00:00:00,2017-04-11 00:00:00,19000.0,2019.13,2.46,员工薪酬及自筹资金,竞价转让,166.0,41.32,58.68
002658.SZ,雪迪龙,2017-03-15 00:00:00,2017-04-13 00:00:00,1002.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让,认购非公开发行",80.0,70.06,29.94
002138.SZ,顺络电子,2017-03-28 00:00:00,2017-04-21 00:00:00,24695.0,2599.47,3.44,员工薪酬及自筹资金,"竞价转让,定向受让,股东赠与",313.0,72.87,27.13
831888.OC,垦丰种业,2016-12-06 00:00:00,2017-04-21 00:00:00,3907.2,,,员工薪酬及自筹资金,认购非公开发行,53.0,,
002294.SZ,信立泰,2017-04-10 00:00:00,2017-04-22 00:00:00,60000.0,2111.1893,2.02,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",260.0,86.5,13.5
002310.SZ,东方园林,2017-04-08 00:00:00,2017-04-25 00:00:00,60000.0,8165.4872,3.05,员工薪酬及自筹资金,竞价转让,110.0,100.0,0.0
002506.SZ,协鑫集成,2017-04-05 00:00:00,2017-04-26 00:00:00,16667.0,10730.0,2.13,员工薪酬及自筹资金,竞价转让,260.0,87.53,12.47
600535.SH,天士力,2017-03-31 00:00:00,2017-04-26 00:00:00,2000.0,49.776,0.05,员工薪酬及自筹资金,"竞价转让,定向受让",16.0,0.0,100.0
603866.SH,桃李面包,2017-04-01 00:00:00,2017-04-27 00:00:00,652.4652,,,持股计划奖励金,竞价转让,108.0,95.94,4.06
300218.SZ,安利股份,2017-03-25 00:00:00,2017-04-27 00:00:00,6000.0,374.06,1.72,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,450.0,95.69,4.31
300262.SZ,巴安水务,2017-04-07 00:00:00,2017-04-27 00:00:00,15000.0,1756.4403,3.93,员工薪酬及自筹资金,竞价转让,7.0,6.67,93.33
836367.OC,三孚新材(退市),2017-04-07 00:00:00,2017-04-27 00:00:00,1260.0,420.0,10.0,员工薪酬及自筹资金,认购非公开发行,74.0,100.0,
002599.SZ,盛通股份,2017-04-12 00:00:00,2017-04-28 00:00:00,3000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",254.0,86.67,13.33
002031.SZ,巨轮智能,2016-07-14 00:00:00,2017-04-29 00:00:00,4500.0,1397.0,0.64,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,80.0,100.0,0.0
300115.SZ,长盈精密,2017-04-08 00:00:00,2017-04-29 00:00:00,80000.0,2774.0,3.07,员工薪酬及自筹资金,"竞价转让,定向受让",1300.0,90.32,9.68
603377.SH,东方时尚,2017-04-18 00:00:00,2017-05-04 00:00:00,24000.0,600.0,1.43,员工薪酬及自筹资金,"竞价转让,定向受让",3000.0,96.83,3.17
600693.SH,东百集团,2017-04-13 00:00:00,2017-05-05 00:00:00,10000.0,1406.5,1.57,员工薪酬及自筹资金,"竞价转让,定向受让",21.0,37.15,62.85
000961.SZ,中南建设,2017-04-22 00:00:00,2017-05-10 00:00:00,30000.0,12712.0,3.43,员工薪酬及自筹资金,"竞价转让,定向受让",450.0,100.0,0.0
600823.SH,世茂股份,2017-03-25 00:00:00,2017-05-10 00:00:00,1142.22,154.98,0.06,员工薪酬及自筹资金,"竞价转让,定向受让",64.0,66.31,33.69
300388.SZ,国祯环保,2017-04-25 00:00:00,2017-05-11 00:00:00,5000.0,487.8,1.6,员工薪酬及自筹资金,"竞价转让,定向受让",122.0,40.18,59.82
300269.SZ,联建光电,2017-04-25 00:00:00,2017-05-12 00:00:00,4500.0,180.0,0.293,员工薪酬及自筹资金,上市公司回购,50.0,77.78,22.22
002089.SZ,*ST新海,2017-04-20 00:00:00,2017-05-12 00:00:00,10000.0,1531.0,2.23,员工薪酬及自筹资金,"竞价转让,定向受让",120.0,31.67,68.33
603258.SH,电魂网络,2017-04-26 00:00:00,2017-05-13 00:00:00,7000.0,154.49,0.64,员工薪酬及自筹资金,"竞价转让,定向受让",130.0,100.0,0.0
002236.SZ,大华股份,2017-05-03 00:00:00,2017-05-17 00:00:00,80000.0,,,股东或实际控制人借款,"竞价转让,定向受让",3230.0,95.71,4.3
000603.SZ,盛达矿业,2017-04-27 00:00:00,2017-05-18 00:00:00,5000.0,730.0,1.01,员工薪酬及自筹资金,竞价转让,100.0,37.58,62.42
600490.SH,鹏欣资源,2017-04-26 00:00:00,2017-05-20 00:00:00,1000.0,126.42,0.67,员工薪酬及自筹资金,"竞价转让,定向受让",80.0,100.0,0.0
600388.SH,龙净环保,2017-04-29 00:00:00,2017-05-20 00:00:00,6639.0727,,,持股计划奖励金,竞价转让,435.0,74.7,25.3
300117.SZ,嘉寓股份,2017-05-13 00:00:00,2017-05-24 00:00:00,30000.0,3260.86,4.55,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",500.0,50.0,50.0
837110.OC,悠络客(退市),2017-04-26 00:00:00,2017-05-24 00:00:00,353.1,353.1,5.89,员工薪酬及自筹资金,"竞价转让,定向受让",34.0,,
300325.SZ,德威新材,2017-05-10 00:00:00,2017-05-26 00:00:00,3333.34,1782.5312,1.76,员工薪酬及自筹资金,"竞价转让,定向受让",70.0,86.25,13.75
300630.SZ,普利制药,2017-05-16 00:00:00,2017-06-01 00:00:00,3000.0,84.51,0.69,员工薪酬及自筹资金,"竞价转让,定向受让",100.0,75.95,24.05
603388.SH,元成股份,2017-05-06 00:00:00,2017-06-01 00:00:00,9705.0,305.06,3.05,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,65.27,34.73
603315.SH,福鞍股份,2017-05-13 00:00:00,2017-06-01 00:00:00,6000.0,702.0,3.5,员工薪酬及自筹资金,竞价转让,60.0,62.17,37.83
002661.SZ,克明面业,2017-05-16 00:00:00,2017-06-02 00:00:00,27466.56,1734.0,5.17,员工薪酬及自筹资金,"竞价转让,定向受让",259.0,61.73,38.27
300607.SZ,拓斯达,2017-05-19 00:00:00,2017-06-06 00:00:00,4000.0,39.49,0.54,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",200.0,100.0,0.0
603337.SH,杰克股份,2017-05-20 00:00:00,2017-06-06 00:00:00,33000.0,1892.0,9.15,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,650.0,84.0,16.0
600713.SH,南京医药,2016-04-23 00:00:00,2017-06-06 00:00:00,5504.856,845.6,1.09,员工薪酬及自筹资金,认购非公开发行,542.0,76.32,23.68
000703.SZ,恒逸石化,2017-05-20 00:00:00,2017-06-07 00:00:00,15000.0,,10.0,员工薪酬及自筹资金,竞价转让,200.0,100.0,0.0
300287.SZ,飞利信,2017-05-27 00:00:00,2017-06-13 00:00:00,9000.0,2957.28,2.06,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,77.0,23.0
837069.OC,华如科技,2017-05-26 00:00:00,2017-06-13 00:00:00,6617.79,793.5,13.53,员工薪酬及自筹资金,定向受让,110.0,64.61,35.39
002194.SZ,*ST凡谷,2017-05-27 00:00:00,2017-06-14 00:00:00,2755.0,296.24,0.52,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",125.0,98.73,1.27
000902.SZ,新洋丰,2017-06-01 00:00:00,2017-06-17 00:00:00,16700.0,,10.0,员工薪酬及自筹资金,"竞价转让,定向受让",1150.0,78.14,21.86
000902.SZ,新洋丰,2017-06-01 00:00:00,2017-06-17 00:00:00,16700.0,,10.0,员工薪酬及自筹资金,"竞价转让,定向受让",1150.0,78.14,21.86
835092.OC,钢银电商,2017-06-01 00:00:00,2017-06-17 00:00:00,1292.31,802.68,,员工薪酬及自筹资金,认购非公开发行,214.0,,26.29
300311.SZ,任子行,2017-06-01 00:00:00,2017-06-17 00:00:00,10000.0,584.7069,1.3,"员工薪酬及自筹资金,股东或实际控制人借款",上市公司回购,100.0,31.6,68.4
002557.SZ,洽洽食品,2017-05-27 00:00:00,2017-06-17 00:00:00,5000.0,1135.0,10.0,员工薪酬及自筹资金,竞价转让,12.0,1.2,98.8
300012.SZ,华测检测,2017-06-02 00:00:00,2017-06-20 00:00:00,5400.0,527.86,0.63,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",54.0,90.74,9.26
002127.SZ,南极电商,2016-08-15 00:00:00,2017-06-22 00:00:00,7330.3,,10.0,员工薪酬及自筹资金,认购非公开发行,81.0,100.0,0.0
002717.SZ,岭南股份,2017-06-05 00:00:00,2017-06-22 00:00:00,8000.0,826.7879,1.9969,员工薪酬及自筹资金,"竞价转让,定向受让",29.0,51.0,49.0
002463.SZ,沪电股份,2017-06-10 00:00:00,2017-06-27 00:00:00,11000.0,,10.0,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,37.73,62.27
601377.SH,兴业证券,2017-06-06 00:00:00,2017-06-27 00:00:00,44472.0,6800.0243,1.02,员工薪酬及自筹资金,上市公司回购,210.0,,
601377.SH,兴业证券,2017-06-06 00:00:00,2017-06-27 00:00:00,44472.0,6800.0243,1.02,员工薪酬及自筹资金,上市公司回购,2943.0,,
600080.SH,金花股份,2016-03-12 00:00:00,2017-06-28 00:00:00,1010.0,107.6759,,员工薪酬及自筹资金,认购非公开发行,33.0,31.68,68.32
300113.SZ,顺网科技,2017-06-13 00:00:00,2017-06-29 00:00:00,35000.0,2568.8,3.71,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",475.0,79.55,20.45
002171.SZ,楚江新材,2017-06-13 00:00:00,2017-06-30 00:00:00,22500.0,1619.87,3.03,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,95.81,4.19
870857.OC,数造科技,2017-06-13 00:00:00,2017-06-30 00:00:00,162.2348,,,员工薪酬及自筹资金,定向受让,25.0,,
300269.SZ,联建光电,2017-06-14 00:00:00,2017-06-30 00:00:00,19500.0,786.29,1.28,员工薪酬及自筹资金,上市公司回购,100.0,,
002341.SZ,新纶科技,2017-06-15 00:00:00,2017-07-01 00:00:00,10000.0,574.72,1.14,员工薪酬及自筹资金,"竞价转让,定向受让",130.0,89.5,10.5
600965.SH,福成股份,2017-06-15 00:00:00,2017-07-01 00:00:00,10000.0,1819.84,2.22,员工薪酬及自筹资金,"竞价转让,定向受让",247.0,68.32,31.68
871520.OC,四川飞亚,2017-06-10 00:00:00,2017-07-01 00:00:00,1625.0,650.0,10.0,员工薪酬及自筹资金,认购非公开发行,120.0,100.0,
600346.SH,恒力石化,2017-06-16 00:00:00,2017-07-05 00:00:00,8750.0,2299.6,0.81,员工薪酬及自筹资金,"竞价转让,定向受让",550.0,96.23,3.77
300382.SZ,斯莱克,2017-02-09 00:00:00,2017-07-05 00:00:00,7500.0,161.9331,1.29,"员工薪酬及自筹资金,股东或实际控制人借款",上市公司回购,50.0,72.0,28.0
600400.SH,红豆股份,2017-06-20 00:00:00,2017-07-06 00:00:00,8000.0,1201.2012,0.66,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,12.0,30.45,69.55
002381.SZ,双箭股份,2017-06-20 00:00:00,2017-07-07 00:00:00,3600.0,869.96,2.03,员工薪酬及自筹资金,竞价转让,240.0,91.39,8.61
600393.SH,粤泰股份,2017-06-21 00:00:00,2017-07-07 00:00:00,16000.0,6166.0,2.0,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,73.88,26.12
002630.SZ,华西能源,2017-06-17 00:00:00,2017-07-07 00:00:00,6000.0,1076.0,1.38,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,15.3,84.7
002719.SZ,麦趣尔,2017-06-22 00:00:00,2017-07-08 00:00:00,5000.0,152.35,1.4,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",200.0,84.1,15.9
300420.SZ,五洋停车,2017-06-24 00:00:00,2017-07-11 00:00:00,5000.0,,,员工薪酬及自筹资金,竞价转让,200.0,100.0,0.0
002626.SZ,金达威,2017-06-23 00:00:00,2017-07-11 00:00:00,5000.0,390.0,0.63,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",85.0,80.8,19.2
300128.SZ,锦富技术,2017-06-28 00:00:00,2017-07-14 00:00:00,7385.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",147.0,71.7,28.3
300244.SZ,迪安诊断,2017-07-01 00:00:00,2017-07-18 00:00:00,15660.0,505.0024,0.92,"员工薪酬及自筹资金,股东或实际控制人借款",上市公司回购,50.0,100.0,0.0
600337.SH,美克家居,2017-07-01 00:00:00,2017-07-18 00:00:00,10000.0,5281.0,3.56,员工薪酬及自筹资金,"竞价转让,定向受让",750.0,95.33,4.67
002714.SZ,牧原股份,2017-06-30 00:00:00,2017-07-18 00:00:00,30000.0,3060.3855,2.6418,员工薪酬及自筹资金,"竞价转让,定向受让",5000.0,86.67,13.33
002410.SZ,广联达,2017-06-30 00:00:00,2017-07-20 00:00:00,4564.932,241.65,0.22,员工薪酬及自筹资金,"竞价转让,定向受让",139.0,86.93,13.07
833002.OC,星汉股份(退市),2016-05-20 00:00:00,2017-07-21 00:00:00,1037.0017,296.2862,5.9257,员工薪酬及自筹资金,认购非公开发行,200.0,96.6249,3.3751
002733.SZ,雄韬股份,2017-03-08 00:00:00,2017-07-21 00:00:00,3000.0,185.3,0.53,员工薪酬及自筹资金,"竞价转让,定向受让",50.0,61.82,38.18
600966.SH,博汇纸业,2017-07-06 00:00:00,2017-07-22 00:00:00,10000.0,5235.0,3.92,员工薪酬及自筹资金,"竞价转让,定向受让",155.0,81.43,18.57
000639.SZ,西王食品,2017-07-05 00:00:00,2017-07-22 00:00:00,28000.0,1470.59,3.24,员工薪酬及自筹资金,"竞价转让,定向受让",256.0,10.88,89.12
300430.SZ,诚益通,2017-07-07 00:00:00,2017-07-25 00:00:00,9000.0,,10.0,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",180.0,85.44,14.56
300241.SZ,瑞丰光电,2017-07-13 00:00:00,2017-07-29 00:00:00,10000.0,784.3137,2.8366,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",100.0,30.0,70.0
600179.SH,ST安通,2017-07-15 00:00:00,2017-08-01 00:00:00,20000.0,2364.07,2.23,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,68.0,32.0
430009.OC,华环电子,2016-10-11 00:00:00,2017-08-01 00:00:00,1522.29,,,员工薪酬及自筹资金,认购非公开发行,76.0,48.88,51.12
300296.SZ,利亚德,2017-06-06 00:00:00,2017-08-03 00:00:00,17000.0,,1.74,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,,
836586.OC,有棵树(退市),2017-07-18 00:00:00,2017-08-04 00:00:00,13376.0,1070.08,5.785,员工薪酬及自筹资金,定向受让,,,
300525.SZ,博思软件,2017-07-22 00:00:00,2017-08-08 00:00:00,10000.0,449.13,6.24,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,57.2,42.8
300064.SZ,豫金刚石,2017-07-17 00:00:00,2017-08-09 00:00:00,50000.0,4739.34,3.93,员工薪酬及自筹资金,"竞价转让,定向受让",50.0,32.0,68.0
300563.SZ,神宇股份,2017-07-26 00:00:00,2017-08-11 00:00:00,2500.0,160.51,2.01,员工薪酬及自筹资金,"竞价转让,定向受让",53.0,24.12,75.88
002197.SZ,证通电子,2017-07-26 00:00:00,2017-08-12 00:00:00,12000.0,2487.5621,4.79,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让,股东赠与",60.0,73.9,26.1
002166.SZ,莱茵生物,2017-07-26 00:00:00,2017-08-15 00:00:00,4000.0,1093.8924,2.5,员工薪酬及自筹资金,竞价转让,100.0,70.7,29.3
870907.OC,华宝股份(退市),2017-07-29 00:00:00,2017-08-15 00:00:00,121.87200000000001,50.78,2.0312,员工薪酬及自筹资金,定向受让,14.0,34.5,65.5
000413.SZ,东旭光电,2017-07-31 00:00:00,2017-08-16 00:00:00,19000.0,4965.0,1.01,员工薪酬及自筹资金,"竞价转让,定向受让",2300.0,91.05,8.95
600491.SH,龙元建设,2017-08-01 00:00:00,2017-08-17 00:00:00,25600.0,2581.0,2.01,员工薪酬及自筹资金,"竞价转让,定向受让",230.0,92.16,7.84
870857.OC,数造科技,2017-08-04 00:00:00,2017-08-19 00:00:00,84.7895,6.444,0.7703,员工薪酬及自筹资金,定向受让,12.0,,
002310.SZ,东方园林,2017-08-03 00:00:00,2017-08-22 00:00:00,36000.0,5424.9548,2.02,员工薪酬及自筹资金,"竞价转让,定向受让",80.0,100.0,0.0
000040.SZ,东旭蓝天,2017-08-08 00:00:00,2017-08-22 00:00:00,31667.0,7498.0,5.61,员工薪酬及自筹资金,"竞价转让,定向受让",1500.0,92.21,7.79
601500.SH,通用股份,2017-08-04 00:00:00,2017-08-22 00:00:00,8000.0,663.41,0.91,员工薪酬及自筹资金,"竞价转让,定向受让",14.0,25.13,74.87
002751.SZ,易尚展示,2017-08-07 00:00:00,2017-08-23 00:00:00,6755.0,344.37,2.45,员工薪酬及自筹资金,"竞价转让,定向受让",170.0,84.38,15.62
002696.SZ,百洋股份,2017-08-08 00:00:00,2017-08-24 00:00:00,1700.0,278.23,1.58,员工薪酬及自筹资金,"竞价转让,定向受让",130.0,97.06,2.94
002355.SZ,兴民智通,2017-08-05 00:00:00,2017-08-24 00:00:00,6209.1679,689.9075,1.34,员工薪酬及自筹资金,"竞价转让,定向受让",37.0,51.68,48.32
002450.SZ,*ST康得,2017-08-09 00:00:00,2017-08-25 00:00:00,40000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,100.0,0.0
603309.SH,维力医疗,2017-08-09 00:00:00,2017-08-25 00:00:00,7500.0,862.56,4.31,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",260.0,68.54,31.46
002858.SZ,力盛赛车,2017-08-12 00:00:00,2017-08-29 00:00:00,2500.0,127.29,2.02,员工薪酬及自筹资金,"竞价转让,定向受让",110.0,100.0,0.0
002573.SZ,清新环境,2017-08-11 00:00:00,2017-08-29 00:00:00,10000.0,1691.0,1.58,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,100.0,0.0
002705.SZ,新宝股份,2017-08-12 00:00:00,2017-08-29 00:00:00,20000.0,1383.0,1.7,"员工薪酬及自筹资金,股东或实际控制人借款",定向受让,106.0,71.75,28.25
002572.SZ,索菲亚,2017-08-14 00:00:00,2017-08-30 00:00:00,28000.0,2149.99,2.33,员工薪酬及自筹资金,"竞价转让,定向受让",,84.96,15.04
002132.SZ,恒星科技,2017-08-16 00:00:00,2017-09-01 00:00:00,10000.0,4073.0,3.24,员工薪酬及自筹资金,"竞价转让,定向受让",,60.41,39.59
300382.SZ,斯莱克,2017-08-17 00:00:00,2017-09-04 00:00:00,1680.0,342.93,1.0959999999999999,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",25.0,61.9,38.1
300057.SZ,万顺新材,2017-08-15 00:00:00,2017-09-04 00:00:00,12000.0,2327.84,5.29,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",300.0,,
002511.SZ,中顺洁柔,2017-08-18 00:00:00,2017-09-05 00:00:00,7800.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",9.0,43.6,56.4
871644.OC,精典汽车,2017-08-18 00:00:00,2017-09-05 00:00:00,,91.6891,8.2417,员工薪酬及自筹资金,定向受让,63.0,,
300046.SZ,台基股份,2017-08-21 00:00:00,2017-09-06 00:00:00,10027.296,1088.28,7.66,员工薪酬及自筹资金,"竞价转让,定向受让",32.0,75.0,25.0
002832.SZ,比音勒芬,2017-08-21 00:00:00,2017-09-09 00:00:00,5000.0,196.08,1.84,员工薪酬及自筹资金,"竞价转让,定向受让",600.0,93.4,6.6
002474.SZ,榕基软件,2017-08-24 00:00:00,2017-09-13 00:00:00,2500.0,242.72,0.39,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,130.0,96.8,3.2
